-17488.5955535 6448.15474398
-2612.43371671 -13416.6266727
1026.39166092 -11182.8581417
-6279.34954114 8626.15418829
957.241413739 -4555.95145999
-2283.89081024 14631.8205209
-10924.9435925 846.137109353
5359.8700346 -9753.84270653
3450.62368853 -6050.09938831
4934.10471723 2498.72123623
10389.4158217 13870.8821432
-13980.9033839 11231.5545153
-963.79700428 -794.255962912
2299.84059201 2213.50520703
-1434.80148651 1310.53772935
-1098.85918133 2805.86118523
3808.13813902 3323.63384411
1729.64918367 7418.98945908
-590.128165138 4960.50395344
-493.810980735 -14254.1387809
-5234.41057398 -7108.05807204
6116.37756178 -6978.99338105
8123.93568755 -2216.51409189
-595.406636245 682.516826847
-649.296398992 -11716.8877687
4292.30353946 849.479511341
-4870.63750248 -19511.9856198
5059.63579308 -14623.7668309
10411.8154573 4453.6439448
12541.3548896 15960.1534602
4446.74441755 -12682.6574355
2001.12279677 4686.80697569
17656.0274008 -3260.58515781
3088.49418397 -430.223809625
-14150.4322867 12645.48276
10606.3920439 9891.78509434
-15169.1105726 18917.5644485
-12600.3875238 -26500.0539149
4868.83970289 -12529.5335761
-22966.3225811 -2786.69667452
13049.2165611 -17570.6067718
-5301.24577243 7148.90497471
7561.56128617 3239.54554738
6997.6271716 -6267.54519389
-14392.0324925 -3610.17076311
3619.04091968 -7053.98944719
3859.9674539 -14669.9602143
-21282.9990917 -11344.828691
-3740.63234295 -15901.0150799
7055.62767491 2271.65108571
-9232.44693399 -7558.75277646
-16772.491699 -7445.43203916
-3220.58556173 -2396.70802197
-834.285939814 7238.74586869
11098.8783605 -21.3071917763
-15420.6942061 1189.96803684
-7400.03093018 -3038.6059124
2870.79437809 -3974.22996991
9171.41752996 -549.534794002
-4888.17241588 -10793.192092
4265.3546565 -799.831248807
1786.63320625 -21187.149843
-4070.00010294 -20410.2146638
-13526.8864368 -8408.00980794
235.49887421 -1704.9707593
-16810.7389837 -5784.34413975
-327.899668877 17527.1844072
-21369.1302236 13566.4589334
-4712.00000202 -5333.61088918
-26071.0475847 -12651.2247577
1773.24189744 13066.9250294
12905.0642076 4278.27842458
1942.83329676 6179.60747069
513.396263666 -528.384717765
-7541.2853918 7201.92604323
-8746.06974579 -14109.4438896
-13346.2872028 13705.1377543
5106.65140816 18308.8039374
-1873.95527279 15378.3812693
-7630.8968283 -5459.7061446
20844.8652192 8337.50913373
3307.6745698 -13165.5943584
7260.65302551 5276.45475252
2746.2112707 4660.16651439
-7134.2247534 -2440.57487449
3655.00357942 -4823.67224818
-1640.12437544 -2203.83032473
-2645.40289468 -8524.1322323
9444.52446483 -3163.15610153
11567.7802038 -5915.81894143
2099.42265893 8412.60330352
-5529.97081593 -5556.58378074
-8172.21269848 2940.90312078
-1749.26149461 -24980.9016478
-10803.1715856 -13345.3295921
6212.22543714 6835.03358963
11243.7746746 -8213.88780285
13288.0111699 -8864.1507412
2686.42856622 8970.61362615
-13398.8661612 -13429.1130638
11147.0582871 -5159.91170319
17094.6339301 -393.15805012
-688.889225454 15409.5956628
-6048.00176224 -18909.8908303
-22737.1810945 5184.45906945
-5692.66810044 5270.03893551
14857.6386321 11214.4163514
-749.554839624 5925.14768058
373.991146249 2129.6577227
718.210139825 -273.674585612
15701.0824662 16579.3063268
-11148.3775581 9927.76388036
3311.14470944 -10378.9185315
148.428721448 12678.5040303
-3836.19473602 -3171.50191679
-6660.54562642 4248.10804223
14767.3749601 -13967.4971731
5662.30629427 3555.83458419
134.844949732 -6552.56089453
-4392.36054083 -13305.3675252
-10500.3037288 2628.33675899
4892.72140049 -3157.02651447
2227.3974384 -10011.4713274
8957.36795334 -2641.86508963
-3346.70925145 -1543.12247237
4160.95393082 -7201.44069232
4894.19130556 11400.6862522
-8599.10022756 -15357.2865139
-4705.71105968 4448.22434203
-20581.7178475 -10220.842539
11306.4032729 -11817.6616498
5249.26477885 7494.58138455
-2766.22505715 2800.66937079
-2727.87166265 -5956.9035682
-1545.0414388 6133.98266576
9591.95052587 -8285.32968738
9173.0442706 -1802.89084748
14085.9353362 10112.1118616
29967.1821226 -8263.99133247
-1212.46522024 1460.64960639
-9354.18460344 13282.4376028
169.181912475 -5408.20952982
15466.5427655 -3135.62617383
10990.334316 -13408.4351278
4027.3505218 -904.342232795
-3724.33920684 1154.82108926
7082.88692964 -5538.41337643
14098.5609544 11636.8001665
321.860086343 -1379.55486744
16427.8343742 3939.5498208
7767.05985615 -22617.5560119
4276.2060456 -2076.58580106
9432.98608671 -10113.6770389
4659.36426437 3506.00218497
7180.15656269 -1841.862462
-27750.0443667 14535.7945445
-422.776770278 -11602.232656
4782.83473848 -1507.66860577
2037.46709927 1580.73322753
-9880.47821927 -9621.0116616
-19594.7452477 5386.99359459
-5902.82823143 17623.8070929
-14679.1362125 -1975.67095701
